행정구역별(시군구),연령별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년
강북구,65~69,1인가구,,2821,2887,3097,3176,3337
강북구,65~69,남자,,948,1006,1099,1140,1270
강북구,65~69,여자,,1873,1881,1998,2036,2067
강북구,70~74,1인가구,,2628,2618,2665,2793,3075
강북구,70~74,남자,,702,714,742,794,920
강북구,70~74,여자,,1926,1904,1923,1999,2155
강북구,75~79,1인가구,,1976,2079,2419,2598,2707
강북구,75~79,남자,,472,473,584,637,668
강북구,75~79,여자,,1504,1606,1835,1961,2039
강북구,80~84,1인가구,,1058,1251,1344,1504,1649
강북구,80~84,남자,,197,264,301,367,388
강북구,80~84,여자,,861,987,1043,1137,1261
강북구,85세 이상,1인가구,,566,667,730,783,863
강북구,85세 이상,남자,,95,113,137,140,171
강북구,85세 이상,여자,,471,554,593,643,692
도봉구,합계,1인가구,,27348,28296,29469,30848,32653
도봉구,합계,남자,,12315,12607,13093,13586,14396
도봉구,합계,여자,,15033,15689,16376,17262,18257
도봉구,20세 미만,1인가구,,249,245,221,194,159
도봉구,20세 미만,남자,,71,65,51,41,49
도봉구,20세 미만,여자,,178,180,170,153,110
도봉구,20~24,1인가구,,1475,1335,1340,1356,1509
도봉구,20~24,남자,,383,316,324,320,368
도봉구,20~24,여자,,1092,1019,1016,1036,1141
도봉구,25~29,1인가구,,1922,1794,1938,2105,2452
도봉구,25~29,남자,,978,904,956,1054,1158
도봉구,25~29,여자,,944,890,982,1051,1294
도봉구,30~34,1인가구,,2238,2121,2180,2180,2299
도봉구,30~34,남자,,1322,1254,1309,1281,1327
도봉구,30~34,여자,,916,867,871,899,972
도봉구,35~39,1인가구,,2059,2138,2145,2276,2371
도봉구,35~39,남자,,1200,1260,1253,1339,1401
도봉구,35~39,여자,,859,878,892,937,970
도봉구,40~44,1인가구,,2422,2256,2186,2062,2070
도봉구,40~44,남자,,1439,1327,1255,1166,1169
도봉구,40~44,여자,,983,929,931,896,901
도봉구,45~49,1인가구,,2434,2518,2625,2674,2713
도봉구,45~49,남자,,1438,1457,1505,1507,1539
도봉구,45~49,여자,,996,1061,1120,1167,1174
도봉구,50~54,1인가구,,2471,2435,2445,2616,2663
도봉구,50~54,남자,,1418,1427,1421,1492,1501
도봉구,50~54,여자,,1053,1008,1024,1124,1162
도봉구,55~59,1인가구,,2651,2899,3067,3069,3102
도봉구,55~59,남자,,1279,1424,1497,1527,1588
도봉구,55~59,여자,,1372,1475,1570,1542,1514
도봉구,60~64,1인가구,,2146,2511,2802,3219,3457
도봉구,60~64,남자,,880,1042,1185,1353,1489
도봉구,60~64,여자,,1266,1469,1617,1866,1968
도봉구,65~69,1인가구,,2003,2204,2350,2412,2595
도봉구,65~69,남자,,693,764,871,879,978
도봉구,65~69,여자,,1310,1440,1479,1533,1617
도봉구,70~74,1인가구,,1928,1989,2042,2206,2395
도봉구,70~74,남자,,514,560,579,663,725
도봉구,70~74,여자,,1414,1429,1463,1543,1670
도봉구,75~79,1인가구,,1641,1836,2012,2126,2231
도봉구,75~79,남자,,371,405,455,473,548
도봉구,75~79,여자,,1270,1431,1557,1653,1683
도봉구,80~84,1인가구,,1099,1232,1310,1432,1607
도봉구,80~84,남자,,203,235,253,286,345
도봉구,80~84,여자,,896,997,1057,1146,1262
도봉구,85세 이상,1인가구,,610,783,806,921,1030
도봉구,85세 이상,남자,,126,167,179,205,211
도봉구,85세 이상,여자,,484,616,627,716,819
노원구,합계,1인가구,,46129,47641,49265,51280,53365
노원구,합계,남자,,20078,20427,20740,21674,22556
노원구,합계,여자,,26051,27214,28525,29606,30809
노원구,20세 미만,1인가구,,1147,1246,1168,854,724
노원구,20세 미만,남자,,537,596,486,364,304
노원구,20세 미만,여자,,610,650,682,490,420
노원구,20~24,1인가구,,4562,5310,5505,5541,5509
노원구,20~24,남자,,2198,2545,2477,2375,2421
노원구,20~24,여자,,2364,2765,3028,3166,3088
노원구,25~29,1인가구,,3968,3811,4102,4512,4848
노원구,25~29,남자,,2350,2238,2406,2644,2825
노원구,25~29,여자,,1618,1573,1696,1868,2023
노원구,30~34,1인가구,,3582,3361,3274,3343,3449
노원구,30~34,남자,,2128,1991,1948,2022,2056
노원구,30~34,여자,,1454,1370,1326,1321,1393
노원구,35~39,1인가구,,3232,3107,3137,3333,3391
노원구,35~39,남자,,1838,1758,1759,1875,1927
노원구,35~39,여자,,1394,1349,1378,1458,1464
노원구,40~44,1인가구,,3551,3347,3106,3015,2985
노원구,40~44,남자,,1997,1838,1687,1615,1625
노원구,40~44,여자,,1554,1509,1419,1400,1360
노원구,45~49,1인가구,,3217,3316,3418,3574,3656
노원구,45~49,남자,,1775,1795,1817,1944,1990
노원구,45~49,여자,,1442,1521,1601,1630,1666
노원구,50~54,1인가구,,3290,3205,3139,3321,3507
노원구,50~54,남자,,1691,1619,1605,1698,1785
노원구,50~54,여자,,1599,1586,1534,1623,1722
노원구,55~59,1인가구,,3890,4010,4106,4107,4065
노원구,55~59,남자,,1642,1734,1809,1797,1819
노원구,55~59,여자,,2248,2276,2297,2310,2246
노원구,60~64,1인가구,,3450,3924,4281,4660,4932
노원구,60~64,남자,,1190,1406,1538,1732,1807
노원구,60~64,여자,,2260,2518,2743,2928,3125
노원구,65~69,1인가구,,3394,3511,3746,3955,4195
노원구,65~69,남자,,970,1008,1095,1213,1327
노원구,65~69,여자,,2424,2503,2651,2742,2868
노원구,70~74,1인가구,,3283,3407,3442,3729,4048
노원구,70~74,남자,,779,818,834,980,1068
노원구,70~74,여자,,2504,2589,2608,2749,2980
노원구,75~79,1인가구,,2730,3028,3414,3518,3753
노원구,75~79,남자,,542,600,733,767,827
노원구,75~79,여자,,2188,2428,2681,2751,2926
노원구,80~84,1인가구,,1762,1911,2144,2365,2608
노원구,80~84,남자,,264,303,350,407,477
노원구,80~84,여자,,1498,1608,1794,1958,2131
노원구,85세 이상,1인가구,,1071,1147,1283,1453,1695
노원구,85세 이상,남자,,177,178,196,241,298
노원구,85세 이상,여자,,894,969,1087,1212,1397
은평구,합계,1인가구,,43936,44440,46535,48888,52814
은평구,합계,남자,,20042,19908,20727,21694,23209
은평구,합계,여자,,23894,24532,25808,27194,29605
은평구,20세 미만,1인가구,,287,207,198,235,251
은평구,20세 미만,남자,,113,82,90,89,114
은평구,20세 미만,여자,,174,125,108,146,137
은평구,20~24,1인가구,,1820,1773,1970,2066,2539
은평구,20~24,남자,,645,613,669,683,802
은평구,20~24,여자,,1175,1160,1301,1383,1737
은평구,25~29,1인가구,,4407,4511,4804,5404,6610
은평구,25~29,남자,,2121,2199,2322,2503,3007
은평구,25~29,여자,,2286,2312,2482,2901,3603
은평구,30~34,1인가구,,5398,5106,5137,5345,5708
은평구,30~34,남자,,3009,2774,2861,2960,3091
은평구,30~34,여자,,2389,2332,2276,2385,2617
은평구,35~39,1인가구,,4227,4227,4421,4631,4901
은평구,35~39,남자,,2395,2349,2422,2563,2637
은평구,35~39,여자,,1832,1878,1999,2068,2264
은평구,40~44,1인가구,,4076,3890,3745,3664,3679
은평구,40~44,남자,,2371,2188,2036,1945,1978
은평구,40~44,여자,,1705,1702,1709,1719,1701
은평구,45~49,1인가구,,3603,3667,3896,4054,4184
은평구,45~49,남자,,2065,2051,2180,2280,2327
은평구,45~49,여자,,1538,1616,1716,1774,1857
은평구,50~54,1인가구,,3463,3345,3338,3458,3602
은평구,50~54,남자,,1891,1853,1808,1879,1996
은평구,50~54,여자,,1572,1492,1530,1579,1606
은평구,55~59,1인가구,,3832,3938,4099,4013,4112
은평구,55~59,남자,,1756,1788,1936,1922,2003
은평구,55~59,여자,,2076,2150,2163,2091,2109
은평구,60~64,1인가구,,3055,3445,3859,4287,4555
은평구,60~64,남자,,1186,1399,1537,1738,1820
은평구,60~64,여자,,1869,2046,2322,2549,2735
은평구,65~69,1인가구,,2991,3049,3175,3279,3532
은평구,65~69,남자,,961,951,1055,1118,1213
은평구,65~69,여자,,2030,2098,2120,2161,2319
은평구,70~74,1인가구,,2787,2853,2906,3104,3280
은평구,70~74,남자,,719,738,737,855,939
은평구,70~74,여자,,2068,2115,2169,2249,2341
은평구,75~79,1인가구,,2152,2340,2671,2743,2880
은평구,75~79,남자,,478,536,608,642,676
은평구,75~79,여자,,1674,1804,2063,2101,2204
은평구,80~84,1인가구,,1187,1379,1512,1686,1904
은평구,80~84,남자,,193,248,299,334,383
은평구,80~84,여자,,994,1131,1213,1352,1521
은평구,85세 이상,1인가구,,651,710,804,919,1077
은평구,85세 이상,남자,,139,139,167,183,223
은평구,85세 이상,여자,,512,571,637,736,854
서대문구,합계,1인가구,,40160,43298,43418,44795,46449
서대문구,합계,남자,,18156,18918,18891,19553,20161
서대문구,합계,여자,,22004,24380,24527,25242,26288
서대문구,20세 미만,1인가구,,873,980,797,831,744
서대문구,20세 미만,남자,,231,283,252,266,214
서대문구,20세 미만,여자,,642,697,545,565,530
서대문구,20~24,1인가구,,6401,7930,7678,7947,8292
서대문구,20~24,남자,,2255,2627,2521,2544,2705
서대문구,20~24,여자,,4146,5303,5157,5403,5587
서대문구,25~29,1인가구,,6928,7560,7745,8048,8485
서대문구,25~29,남자,,3708,3838,3931,4213,4319
서대문구,25~29,여자,,3220,3722,3814,3835,4166
서대문구,30~34,1인가구,,4675,4599,4468,4591,4713
서대문구,30~34,남자,,2592,2500,2451,2530,2617
서대문구,30~34,여자,,2083,2099,2017,2061,2096
서대문구,35~39,1인가구,,3008,3127,3149,3275,3337
서대문구,35~39,남자,,1718,1732,1717,1747,1813
서대문구,35~39,여자,,1290,1395,1432,1528,1524
서대문구,40~44,1인가구,,2669,2559,2536,2512,2480
서대문구,40~44,남자,,1495,1399,1395,1381,1342
서대문구,40~44,여자,,1174,1160,1141,1131,1138
서대문구,45~49,1인가구,,2415,2525,2596,2672,2673
서대문구,45~49,남자,,1384,1434,1401,1475,1442
서대문구,45~49,여자,,1031,1091,1195,1197,1231
서대문구,50~54,1인가구,,2266,2258,2164,2131,2282
서대문구,50~54,남자,,1323,1327,1231,1205,1238
서대문구,50~54,여자,,943,931,933,926,1044
서대문구,55~59,1인가구,,2179,2337,2391,2398,2444
서대문구,55~59,남자,,1044,1129,1164,1175,1225
서대문구,55~59,여자,,1135,1208,1227,1223,1219
서대문구,60~64,1인가구,,1894,2204,2324,2545,2661
서대문구,60~64,남자,,771,900,956,1026,1103
서대문구,60~64,여자,,1123,1304,1368,1519,1558
서대문구,65~69,1인가구,,1844,1928,1938,1995,2104
서대문구,65~69,남자,,583,645,661,712,749
서대문구,65~69,여자,,1261,1283,1277,1283,1355
서대문구,70~74,1인가구,,1831,1812,1870,1950,2015
서대문구,70~74,남자,,443,441,481,518,543
서대문구,70~74,여자,,1388,1371,1389,1432,1472
서대문구,75~79,1인가구,,1673,1809,1922,1874,1923
서대문구,75~79,남자,,355,387,409,408,416
서대문구,75~79,여자,,1318,1422,1513,1466,1507
서대문구,80~84,1인가구,,953,1077,1200,1317,1475
서대문구,80~84,남자,,160,176,206,237,293
서대문구,80~84,여자,,793,901,994,1080,1182
서대문구,85세 이상,1인가구,,551,593,640,709,821
서대문구,85세 이상,남자,,94,100,115,116,142
서대문구,85세 이상,여자,,457,493,525,593,679
마포구,합계,1인가구,,52437,53382,54162,56837,59248
마포구,합계,남자,,23877,24004,24036,24992,25671
마포구,합계,여자,,28560,29378,30126,31845,33577
마포구,20세 미만,1인가구,,675,637,611,782,554
마포구,20세 미만,남자,,277,281,244,361,256
마포구,20세 미만,여자,,398,356,367,421,298
마포구,20~24,1인가구,,5605,5998,5804,6067,6608
마포구,20~24,남자,,2118,2285,2186,2188,2273
마포구,20~24,여자,,3487,3713,3618,3879,4335
마포구,25~29,1인가구,,9540,9908,10359,11271,12239
마포구,25~29,남자,,4578,4714,4885,5191,5543
마포구,25~29,여자,,4962,5194,5474,6080,6696
마포구,30~34,1인가구,,9106,8997,8698,9031,9331
마포구,30~34,남자,,4813,4624,4340,4532,4610
마포구,30~34,여자,,4293,4373,4358,4499,4721
마포구,35~39,1인가구,,5696,5840,6091,6456,6562
마포구,35~39,남자,,2949,2978,3118,3299,3298
마포구,35~39,여자,,2747,2862,2973,3157,3264
마포구,40~44,1인가구,,4620,4454,4328,4274,4275
마포구,40~44,남자,,2467,2323,2200,2116,2122
마포구,40~44,여자,,2153,2131,2128,2158,2153
마포구,45~49,1인가구,,3333,3450,3646,3784,3934
마포구,45~49,남자,,1875,1890,1936,1978,2006
마포구,45~49,여자,,1458,1560,1710,1806,1928
마포구,50~54,1인가구,,2706,2533,2578,2715,2794
마포구,50~54,남자,,1446,1372,1378,1453,1489
마포구,50~54,여자,,1260,1161,1200,1262,1305
마포구,55~59,1인가구,,2432,2465,2526,2516,2502
마포구,55~59,남자,,1104,1153,1202,1188,1199
마포구,55~59,여자,,1328,1312,1324,1328,1303
마포구,60~64,1인가구,,1943,2154,2243,2351,2501
마포구,60~64,남자,,711,790,846,876,954
마포구,60~64,여자,,1232,1364,1397,1475,1547
마포구,65~69,1인가구,,1937,1925,1978,1995,1971
마포구,65~69,남자,,543,571,605,616,644
마포구,65~69,여자,,1394,1354,1373,1379,1327
마포구,70~74,1인가구,,1814,1840,1804,1891,2013
마포구,70~74,남자,,434,428,418,457,488
마포구,70~74,여자,,1380,1412,1386,1434,1525
마포구,75~79,1인가구,,1502,1552,1715,1804,1861
마포구,75~79,남자,,302,323,358,390,411
마포구,75~79,여자,,1200,1229,1357,1414,1450
마포구,80~84,1인가구,,998,1051,1149,1210,1302
마포구,80~84,남자,,160,176,211,226,232
마포구,80~84,여자,,838,875,938,984,1070
마포구,85세 이상,1인가구,,530,578,632,690,801
마포구,85세 이상,남자,,100,96,109,121,146
마포구,85세 이상,여자,,430,482,523,569,655
양천구,합계,1인가구,,32832,32878,33088,34304,36345
양천구,합계,남자,,15737,15374,15252,15827,16658
양천구,합계,여자,,17095,17504,17836,18477,19687
양천구,20세 미만,1인가구,,225,166,149,149,142
양천구,20세 미만,남자,,118,89,78,77,65
양천구,20세 미만,여자,,107,77,71,72,77
양천구,20~24,1인가구,,1343,1112,986,1047,1182
양천구,20~24,남자,,658,486,363,413,404
양천구,20~24,여자,,685,626,623,634,778
양천구,25~29,1인가구,,2669,2674,2691,2894,3314
양천구,25~29,남자,,1326,1301,1309,1432,1585
양천구,25~29,여자,,1343,1373,1382,1462,1729
양천구,30~34,1인가구,,3707,3429,3267,3307,3489
양천구,30~34,남자,,2193,2022,1910,1929,1991
양천구,30~34,여자,,1514,1407,1357,1378,1498
양천구,35~39,1인가구,,2953,2893,2943,3127,3174
양천구,35~39,남자,,1772,1712,1704,1801,1866
양천구,35~39,여자,,1181,1181,1239,1326,1308
양천구,40~44,1인가구,,3121,2909,2738,2572,2653
양천구,40~44,남자,,1808,1653,1557,1507,1508
양천구,40~44,여자,,1313,1256,1181,1065,1145
양천구,45~49,1인가구,,2950,2978,2949,2853,2929
양천구,45~49,남자,,1778,1710,1700,1634,1671
양천구,45~49,여자,,1172,1268,1249,1219,1258
양천구,50~54,1인가구,,2938,2771,2683,2763,2797
양천구,50~54,남자,,1670,1601,1513,1543,1626
양천구,50~54,여자,,1268,1170,1170,1220,1171
양천구,55~59,1인가구,,3051,3174,3322,3265,3252
양천구,55~59,남자,,1499,1574,1652,1691,1707
양천구,55~59,여자,,1552,1600,1670,1574,1545
양천구,60~64,1인가구,,2600,2925,3078,3377,3668
양천구,60~64,남자,,1097,1209,1247,1415,1571
양천구,60~64,여자,,1503,1716,1831,1962,2097
양천구,65~69,1인가구,,2192,2356,2505,2667,2865
양천구,65~69,남자,,775,843,925,958,1042
양천구,65~69,여자,,1417,1513,1580,1709,1823
양천구,70~74,1인가구,,1851,1939,1987,2191,2472
양천구,70~74,남자,,489,548,570,636,738
양천구,70~74,여자,,1362,1391,1417,1555,1734
양천구,75~79,1인가구,,1582,1692,1780,1877,1971
양천구,75~79,남자,,304,342,394,421,434
양천구,75~79,여자,,1278,1350,1386,1456,1537
양천구,80~84,1인가구,,1014,1144,1218,1306,1447
양천구,80~84,남자,,151,180,209,223,271
양천구,80~84,여자,,863,964,1009,1083,1176
양천구,85세 이상,1인가구,,636,716,792,909,990
양천구,85세 이상,남자,,99,104,121,147,179
양천구,85세 이상,여자,,537,612,671,762,811
강서구,합계,1인가구,,56990,60988,68237,73011,79371
강서구,합계,남자,,26767,28199,31534,33780,36229
강서구,합계,여자,,30223,32789,36703,39231,43142
강서구,20세 미만,1인가구,,361,279,256,270,325
강서구,20세 미만,남자,,159,124,100,119,133
강서구,20세 미만,여자,,202,155,156,151,192
강서구,20~24,1인가구,,2720,2839,3471,3526,4108
강서구,20~24,남자,,888,827,959,955,1071
강서구,20~24,여자,,1832,2012,2512,2571,3037
강서구,25~29,1인가구,,7308,8418,10220,11614,13600
강서구,25~29,남자,,3211,3607,4467,4949,5637
강서구,25~29,여자,,4097,4811,5753,6665,7963
강서구,30~34,1인가구,,8368,8827,9894,10521,11648
강서구,30~34,남자,,4909,5007,5574,5921,6427
강서구,30~34,여자,,3459,3820,4320,4600,5221
강서구,35~39,1인가구,,5957,6333,7363,7969,8271
강서구,35~39,남자,,3406,3659,4217,4621,4799
강서구,35~39,여자,,2551,2674,3146,3348,3472
강서구,40~44,1인가구,,5086,5100,5414,5481,5633
강서구,40~44,남자,,3008,2973,3180,3146,3210
강서구,40~44,여자,,2078,2127,2234,2335,2423
강서구,45~49,1인가구,,4260,4440,4807,5219,5369
강서구,45~49,남자,,2449,2606,2777,3044,3120
강서구,45~49,여자,,1811,1834,2030,2175,2249
강서구,50~54,1인가구,,4123,4049,4186,4236,4560
강서구,50~54,남자,,2317,2208,2336,2378,2571
강서구,50~54,여자,,1806,1841,1850,1858,1989
강서구,55~59,1인가구,,4705,4872,5143,5176,5115
강서구,55~59,남자,,2194,2294,2433,2514,2525
강서구,55~59,여자,,2511,2578,2710,2662,2590
강서구,60~64,1인가구,,3712,4362,4926,5512,5906
강서구,60~64,남자,,1503,1804,2002,2255,2427
강서구,60~64,여자,,2209,2558,2924,3257,3479
강서구,65~69,1인가구,,3282,3534,3798,4042,4447
강서구,65~69,남자,,1112,1252,1354,1492,1644
강서구,65~69,여자,,2170,2282,2444,2550,2803
강서구,70~74,1인가구,,2674,2877,3154,3450,3815
강서구,70~74,남자,,743,845,960,1084,1233
강서구,70~74,여자,,1931,2032,2194,2366,2582
강서구,75~79,1인가구,,2136,2368,2673,2825,2984
강서구,75~79,남자,,476,526,656,719,748
강서구,75~79,여자,,1660,1842,2017,2106,2236
강서구,80~84,1인가구,,1365,1589,1726,1875,2097
강서구,80~84,남자,,230,268,304,333,396
강서구,80~84,여자,,1135,1321,1422,1542,1701
강서구,85세 이상,1인가구,,933,1101,1206,1295,1493
강서구,85세 이상,남자,,162,199,215,250,288
강서구,85세 이상,여자,,771,902,991,1045,1205
구로구,합계,1인가구,,40988,42055,42984,44151,47740
구로구,합계,남자,,21088,21128,21366,21887,23455
구로구,합계,여자,,19900,20927,21618,22264,24285
구로구,20세 미만,1인가구,,248,243,203,236,232
구로구,20세 미만,남자,,105,109,100,92,106
구로구,20세 미만,여자,,143,134,103,144,126
구로구,20~24,1인가구,,2042,2217,2113,2184,2609
구로구,20~24,남자,,695,721,690,704,824
구로구,20~24,여자,,1347,1496,1423,1480,1785
구로구,25~29,1인가구,,5354,5664,5707,6136,7184
